county,batch,page_type,url,external,notes,verify_status,http_status,final_url,audit_confidence,audit_reason,flag_for_review
Denton,2,results,https://results.enr.clarityelections.com/TX/Denton/,true,"found via ""Election Results"" score=21",ok,200,,confident,"[headless] county name 'Denton' in page; seat 'Denton' in page | results keywords: election night, list elections | title=""List Elections""",
DeWitt,2,homepage,https://www.co.dewitt.tx.us/,false,discovered homepage — 'DeWitt' in page; seat 'Cuero' in page; Texas/TX present; official TLD (tx.us),ok,200,,confident,"[plain] county name 'DeWitt' in page; seat 'Cuero' in page | homepage keywords: county | title=""DeWitt County Texas""",
DeWitt,2,elections,https://www.co.dewitt.tx.us/page/dewitt.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'DeWitt' in page; seat 'Cuero' in page | elections keywords: election, voter, voting, ballot | title=""DeWitt County, Texas""",
DeWitt,2,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
DeWitt,2,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
DeWitt,2,results,https://www.co.dewitt.tx.us/page/dewitt.BidNotices,false,"found via ""Awarded Bid Results"" score=8",ok,200,,confident,"[plain] county name 'DeWitt' in page; seat 'Cuero' in page | results keywords: results | title=""DeWitt County, Texas""",
Dickens,2,homepage,https://www.co.dickens.tx.us/,false,discovered homepage — 'Dickens' in page; seat 'Dickens' in page; Texas/TX present; official TLD (tx.us),ok,200,,confident,"[plain] county name 'Dickens' in page; seat 'Dickens' in page | homepage keywords: county | title=""Dickens County, Texas""",
Dickens,2,elections,https://www.co.dickens.tx.us/page/dickens.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Dickens' in page; seat 'Dickens' in page | elections keywords: election, voter, voting, ballot | title=""Dickens County, Texas""",
Dickens,2,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Dickens,2,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Dickens,2,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Dimmit,2,homepage,https://www.dimmitcounty.org/,false,discovered homepage — 'Dimmit' in page; seat 'Carrizo Springs' in page; Texas/TX present,ok,200,,confident,"[plain] county name 'Dimmit' in page; seat 'Carrizo Springs' in page | homepage keywords: county | title=""County of Dimmit, TX""",
Dimmit,2,elections,https://dimmitcounty.org/government/departments/elections/index.php,false,"found via link ""ELECTIONS"" score=20",ok,200,,confident,"[plain] county name 'Dimmit' in page; seat 'Carrizo Springs' in page | elections keywords: election, voter, ballot | title=""Dimmit, TX""",
Dimmit,2,polling,,false,GAP: candidate unreachable (https://dimmitcounty.org/government/departments/elections/2025 Notice to Change of Polling Place.pdf?t=202509151100480),gap,,,gap,GAP: candidate unreachable (https://dimmitcounty.org/government/departments/elections/2025 Notice to Change of Polling Place.pdf?t=202509151100480),
Dimmit,2,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Dimmit,2,results,,false,GAP: candidate unreachable (https://dimmitcounty.org/government/departments/elections/IMG_9727.JPG?t=202605262143410),gap,,,gap,GAP: candidate unreachable (https://dimmitcounty.org/government/departments/elections/IMG_9727.JPG?t=202605262143410),
Donley,2,homepage,https://www.co.donley.tx.us/,false,discovered homepage — 'Donley' in page; seat 'Clarendon' in page; Texas/TX present; official TLD (tx.us),ok,200,,confident,"[plain] county name 'Donley' in page; seat 'Clarendon' in page | homepage keywords: county | title=""Donley County, Texas""",
Donley,2,elections,https://www.co.donley.tx.us/page/donley.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Donley' in page; seat 'Clarendon' in page | elections keywords: election, voter, voting, ballot | title=""Donley County, Texas""",
Donley,2,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Donley,2,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Donley,2,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Duval,2,homepage,https://www.co.duval.tx.us/,false,discovered homepage — 'Duval' in page; seat 'San Diego' in page; Texas/TX present; official TLD (tx.us),ok,200,,confident,"[plain] county name 'Duval' in page; seat 'San Diego' in page | homepage keywords: county | title=""Duval County, Texas""",
Duval,2,elections,https://www.co.duval.tx.us/page/duval.Elections,false,"found via link ""Elections and Voting Information"" score=12",ok,200,,confident,"[plain] county name 'Duval' in page; seat 'San Diego' in page | elections keywords: election, voter, voting | title=""Duval County, Texas""",
Duval,2,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Duval,2,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Duval,2,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Eastland,2,homepage,https://www.eastlandcounty.gov/,false,discovered homepage — 'Eastland' in page; seat 'Eastland' in page; Texas/TX present; official TLD (eastlandcounty.gov),ok,200,,confident,"[plain] county name 'Eastland' in page; seat 'Eastland' in page | homepage keywords: county | title=""Eastland County, TX | Official Website""",
Eastland,2,elections,https://www.eastlandcounty.gov/1196/Eastland-County-Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Eastland' in page; seat 'Eastland' in page | elections keywords: election, voter, voting, ballot | title=""Eastland County Elections | Eastland County, TX""",
Eastland,2,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Eastland,2,early_voting,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,
Eastland,2,results,,false,GAP: candidate is non-HTML (application/pdf) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/pdf) — out of scope,
Ector,2,homepage,https://www.ectorcountytx.gov/,false,discovered homepage — 'Ector' in page; seat 'Odessa' in page; Texas/TX present; official TLD (ectorcountytx.gov),ok,200,,confident,"[plain] county name 'Ector' in page; seat 'Odessa' in page | homepage keywords: county | title=""Ector County, TX | Official Website""",
Ector,2,elections,https://www.ectorcountytx.gov/271/Elections,false,"found via link ""Voting & Elections"" score=25",ok,200,,confident,"[plain] county name 'Ector' in page; seat 'Odessa' in page | elections keywords: election, voter, voting, ballot | title=""Elections | Ector County, TX""",
Ector,2,polling,,false,GAP: candidate is non-HTML (application/pdf) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/pdf) — out of scope,
Ector,2,early_voting,,false,GAP: candidate is non-HTML (application/pdf) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/pdf) — out of scope,
Ector,2,results,,false,GAP: candidate is non-HTML (application/pdf) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/pdf) — out of scope,
Edwards,2,homepage,https://www.co.edwards.tx.us/,false,discovered homepage — 'Edwards' in page; seat 'Rocksprings' in page; Texas/TX present; official TLD (tx.us),ok,200,,confident,"[plain] county name 'Edwards' in page; seat 'Rocksprings' in page | homepage keywords: county | title=""Home | Edwards County, Texas""",
Edwards,2,elections,https://www.co.edwards.tx.us/page/Elections.Home,false,"found via link ""Elections & Voting"" score=25",ok,200,,confident,"[plain] county name 'Edwards' in page; seat 'Rocksprings' in page | elections keywords: election, voter, voting, ballot | title=""Elections | Edwards County, Texas""",
Edwards,2,polling,https://www.co.edwards.tx.us/page/Elections.Past,false,no standing polling page; using per-election hub page (shared with other types) — review,ok,200,,confident,"[plain] county name 'Edwards' in page; seat 'Rocksprings' in page | polling keywords: polling | title=""Past Elections | Edwards County, Texas""",
Edwards,2,early_voting,https://www.co.edwards.tx.us/page/Elections.Past,false,no standing early_voting page; using per-election hub page (shared with other types) — review,ok,200,,confident,"[plain] county name 'Edwards' in page; seat 'Rocksprings' in page | early_voting keywords: early voting | title=""Past Elections | Edwards County, Texas""",
Edwards,2,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Ellis,2,homepage,http://www.elliscountytx.gov/,false,discovered homepage — 'Ellis' in page; seat 'Waxahachie' in page; Texas/TX present; official TLD (elliscountytx.gov),ok,200,,confident,"[plain] county name 'Ellis' in page; seat 'Waxahachie' in page | homepage keywords: county | title=""Ellis County, TX Official Website | Official Website""",
Ellis,2,elections,http://www.elliscountytx.gov/312/Elections,false,"found via link ""How to Get Information About Elections"" score=7",ok,200,,confident,"[plain] county name 'Ellis' in page; seat 'Waxahachie' in page | elections keywords: election, voter, voting, ballot | title=""Elections | Ellis County, TX Official Website""",
Ellis,2,polling,http://www.elliscountytx.gov/1338/Whats-Allowed-at-the-Polling-Place,false,"found via ""What's allowed at the polling place?"" score=21",ok,200,,confident,"[plain] county name 'Ellis' in page; seat 'Waxahachie' in page | polling keywords: polling, vote center, election day | title=""What's Allowed at the Polling Place? | Ellis County, TX Official Websi""",
Ellis,2,early_voting,http://www.elliscountytx.gov/739/Early-Voting-Information-Ballot-by-Mail,false,"found via ""Early Voting Information/ Ballot by Mail"" score=11",ok,200,,confident,"[plain] county name 'Ellis' in page; seat 'Waxahachie' in page | early_voting keywords: early voting | title=""Early Voting Information | Ellis County, TX Official Website""",
